DEFB128	ENSG00000185982	ENSP00000335382
HSPB8	ENSG00000152137	ENSP00000281938
VCAM1	ENSG00000162692	ENSP00000294728
VSX2	ENSG00000119614	ENSP00000261980
ICAM1	ENSG00000090339	ENSP00000264832
DENND3	ENSG00000105339	ENSP00000262585
CETP	ENSG00000087237	ENSP00000200676
ADGRL3	ENSG00000150471	ENSP00000422533
ABRA	ENSG00000174429	ENSP00000311436
CERS4	ENSG00000090661	ENSP00000251363
OR52A5	ENSG00000171944	ENSP00000303469
PRAM1	ENSG00000133246	ENSP00000408342
CASP5	ENSG00000137757	ENSP00000376849
UBE2I	ENSG00000103275	ENSP00000348056
MRPL53	ENSG00000204822	ENSP00000258105
FAH	ENSG00000103876	ENSP00000385080
UBE2D4	ENSG00000078967	ENSP00000222402
USP6NL	ENSG00000148429	ENSP00000277575
TBC1D1	ENSG00000065882	ENSP00000261439
ZBTB16	ENSG00000109906	ENSP00000338157
SCLY	ENSG00000132330	ENSP00000254663
THSD7A	ENSG00000005108	ENSP00000406482
DIS3L2	ENSG00000144535	ENSP00000315569
TMEM45A	ENSG00000181458	ENSP00000319009
NADSYN1	ENSG00000172890	ENSP00000326424
CHN1	ENSG00000128656	ENSP00000386741
TNR	ENSG00000116147	ENSP00000356646
ANXA7	ENSG00000138279	ENSP00000362010
PNPLA6	ENSG00000032444	ENSP00000407509
GALR2	ENSG00000182687	ENSP00000329684
KIFAP3	ENSG00000075945	ENSP00000354560
NUPR1	ENSG00000176046	ENSP00000379003
TARS1	ENSG00000113407	ENSP00000387710
COQ8B	ENSG00000123815	ENSP00000315118
GPATCH11	ENSG00000152133	ENSP00000386772
RGS22	ENSG00000132554	ENSP00000354109
LY9	ENSG00000122224	ENSP00000263285
CDKN1C	ENSG00000129757	ENSP00000413720
HOMER3	ENSG00000051128	ENSP00000439937
CDC42SE2	ENSG00000158985	ENSP00000427421
CHRM4	ENSG00000180720	ENSP00000409378
PSG1	ENSG00000231924	ENSP00000308970
CAVIN1	ENSG00000177469	ENSP00000349541
HSH2D	ENSG00000196684	ENSP00000482604
PDK4	ENSG00000004799	ENSP00000005178
OTUD7A	ENSG00000169918	ENSP00000305926
MLX	ENSG00000108788	ENSP00000246912
CACNA1A	ENSG00000141837	ENSP00000353362
FOLR3	ENSG00000110203	ENSP00000481114
GINS4	ENSG00000147536	ENSP00000276533
RPS26	ENSG00000197728	ENSP00000348849
RNF41	ENSG00000181852	ENSP00000342755
GTF2F1	ENSG00000125651	ENSP00000377969
ARIH2	ENSG00000177479	ENSP00000348769
APOBR	ENSG00000184730	ENSP00000457539
CDC73	ENSG00000134371	ENSP00000356405
SLC25A3	ENSG00000075415	ENSP00000228318
THBS3	ENSG00000169231	ENSP00000357362
AGTR1	ENSG00000144891	ENSP00000419422
HMG20B	ENSG00000064961	ENSP00000328269
USP37	ENSG00000135913	ENSP00000258399
MRPL27	ENSG00000108826	ENSP00000225969
BCL9L	ENSG00000186174	ENSP00000335320
TSC2	ENSG00000103197	ENSP00000219476
TLK2	ENSG00000146872	ENSP00000316512
LAMTOR2	ENSG00000116586	ENSP00000357288
CGB3	ENSG00000104827	ENSP00000349954
ZNF747	ENSG00000169955	ENSP00000252799
FDXR	ENSG00000161513	ENSP00000416515
KRT4	ENSG00000170477	ENSP00000448220
HDAC5	ENSG00000108840	ENSP00000225983
ARHGAP33	ENSG00000004777	ENSP00000320038
OR6C1	ENSG00000205330	ENSP00000368990
ENGASE	ENSG00000167280	ENSP00000462333
PADI2	ENSG00000117115	ENSP00000364635
POLQ	ENSG00000051341	ENSP00000264233
CLEC12A	ENSG00000172322	ENSP00000347916
SAP130	ENSG00000136715	ENSP00000350333
COPG1	ENSG00000181789	ENSP00000325002
TNFRSF25	ENSG00000215788	ENSP00000367013
FGF22	ENSG00000070388	ENSP00000215530
KLK4	ENSG00000167749	ENSP00000326159
CDK3	ENSG00000250506	ENSP00000410561
ARF1	ENSG00000143761	ENSP00000440005
YBX1	ENSG00000065978	ENSP00000361626
TXLNA	ENSG00000084652	ENSP00000362711
OR6B2	ENSG00000182083	ENSP00000322435
ID2	ENSG00000115738	ENSP00000234091
TMCO1	ENSG00000143183	ENSP00000480514
AK2	ENSG00000004455	ENSP00000346921
GBP1	ENSG00000117228	ENSP00000359504
AKT3	ENSG00000117020	ENSP00000263826
KCNH7	ENSG00000184611	ENSP00000331727
DBI	ENSG00000155368	ENSP00000439012
YY1AP1	ENSG00000163374	ENSP00000357323
OR2L3	ENSG00000198128	ENSP00000353044
CDK18	ENSG00000117266	ENSP00000423665
VAMP5	ENSG00000168899	ENSP00000305647
MIB2	ENSG00000197530	ENSP00000426103
RPRD2	ENSG00000163125	ENSP00000358064
LMNA	ENSG00000160789	ENSP00000357283
S100A6	ENSG00000197956	ENSP00000357709
ELF3	ENSG00000163435	ENSP00000352673
CNR2	ENSG00000188822	ENSP00000363596
CFHR4	ENSG00000134365	ENSP00000356386
CCNL2	ENSG00000221978	ENSP00000383611
IL19	ENSG00000142224	ENSP00000343000
PIK3C2B	ENSG00000133056	ENSP00000356155
DEFB127	ENSG00000088782	ENSP00000371825
ADA	ENSG00000196839	ENSP00000361965
TOX2	ENSG00000124191	ENSP00000344724
PCNT	ENSG00000160299	ENSP00000352572
TMEM30B	ENSG00000182107	ENSP00000450842
PNPLA3	ENSG00000100344	ENSP00000216180
ZNF397	ENSG00000186812	ENSP00000331577
ZNF595	ENSG00000272602	ENSP00000477392
USP11	ENSG00000102226	ENSP00000218348
SLC25A5	ENSG00000005022	ENSP00000360671
MAGEC2	ENSG00000046774	ENSP00000354660
HTATSF1	ENSG00000102241	ENSP00000442699
ALG12	ENSG00000182858	ENSP00000333813
SYNGR1	ENSG00000100321	ENSP00000332287
MEX3C	ENSG00000176624	ENSP00000385610
BIK	ENSG00000100290	ENSP00000216115
RPP38	ENSG00000152464	ENSP00000478982
GLRX5	ENSG00000182512	ENSP00000328570
LGMN	ENSG00000100600	ENSP00000376911
OR13A1	ENSG00000256574	ENSP00000451950
ADORA2A	ENSG00000128271	ENSP00000480012
KTN1	ENSG00000126777	ENSP00000378725
MARCHF8	ENSG00000165406	ENSP00000411848
S1PR3	ENSG00000213694	ENSP00000365006
MBOAT1	ENSG00000172197	ENSP00000324944
MGME1	ENSG00000125871	ENSP00000366939
SDCBP2	ENSG00000125775	ENSP00000371233
C7orf26	ENSG00000146576	ENSP00000340220
HOMEZ	ENSG00000215271	ENSP00000350049
DESI1	ENSG00000100418	ENSP00000263256
TOR1A	ENSG00000136827	ENSP00000345719
MED27	ENSG00000160563	ENSP00000292035
RPS10	ENSG00000124614	ENSP00000481646
ASRGL1	ENSG00000162174	ENSP00000400057
SMC1A	ENSG00000072501	ENSP00000323421
TTC5	ENSG00000136319	ENSP00000258821
KLRK1	ENSG00000213809	ENSP00000240618
TAS2R7	ENSG00000121377	ENSP00000240687
GID4	ENSG00000141034	ENSP00000268719
INTU	ENSG00000164066	ENSP00000334003
PLA2G4F	ENSG00000168907	ENSP00000380442
FCN2	ENSG00000160339	ENSP00000291744
SDF2L1	ENSG00000128228	ENSP00000248958
EPB41L2	ENSG00000079819	ENSP00000338481
UNC5D	ENSG00000156687	ENSP00000385143
RPL23	ENSG00000125691	ENSP00000420311
SLC6A4	ENSG00000108576	ENSP00000261707
PDGFD	ENSG00000170962	ENSP00000376865
RAB32	ENSG00000118508	ENSP00000356465
DLGAP4	ENSG00000080845	ENSP00000363023
CLNS1A	ENSG00000074201	ENSP00000433919
GALNTL6	ENSG00000174473	ENSP00000423313
ENPP6	ENSG00000164303	ENSP00000296741
PRDX4	ENSG00000123131	ENSP00000368646
DSE	ENSG00000111817	ENSP00000332151
NAF1	ENSG00000145414	ENSP00000274054
UBE2V2	ENSG00000169139	ENSP00000428209
PTPRR	ENSG00000153233	ENSP00000283228
GYG2	ENSG00000056998	ENSP00000370555
THEG	ENSG00000105549	ENSP00000340088
HS6ST3	ENSG00000185352	ENSP00000365895
QKI	ENSG00000112531	ENSP00000355094
NEK6	ENSG00000119408	ENSP00000362702
NUP93	ENSG00000102900	ENSP00000310668
ATG2A	ENSG00000110046	ENSP00000366475
OR51A2	ENSG00000205496	ENSP00000369729
VPS36	ENSG00000136100	ENSP00000367299
PCYOX1	ENSG00000116005	ENSP00000387654
A4GALT	ENSG00000128274	ENSP00000384794
GRIN2C	ENSG00000161509	ENSP00000293190
ACTR3B	ENSG00000133627	ENSP00000256001
DCAF4L2	ENSG00000176566	ENSP00000316496
SLCO3A1	ENSG00000176463	ENSP00000320634
CBX1	ENSG00000108468	ENSP00000377060
PSMD5	ENSG00000095261	ENSP00000210313
SYN2	ENSG00000157152	ENSP00000480050
NRF1	ENSG00000106459	ENSP00000376924
TFAP2D	ENSG00000008197	ENSP00000008391
SLC22A16	ENSG00000004809	ENSP00000357915
SERPINB1	ENSG00000021355	ENSP00000370115
MEF2B	ENSG00000213999	ENSP00000390762
OR56B4	ENSG00000180919	ENSP00000321196
TRAPPC6B	ENSG00000182400	ENSP00000330289
OR13C9	ENSG00000136839	ENSP00000259362
ZNF506	ENSG00000081665	ENSP00000393835
COL28A1	ENSG00000215018	ENSP00000382356
CSRP2	ENSG00000175183	ENSP00000310901
EEA1	ENSG00000102189	ENSP00000317955
ZNF839	ENSG00000022976	ENSP00000399863
SIN3A	ENSG00000169375	ENSP00000378402
RINL	ENSG00000187994	ENSP00000467107
ERRFI1	ENSG00000116285	ENSP00000366702
RBM10	ENSG00000182872	ENSP00000328848
NUP62CL	ENSG00000198088	ENSP00000361544
QRSL1	ENSG00000130348	ENSP00000358042
DYNLRB2	ENSG00000168589	ENSP00000302936
PIM2	ENSG00000102096	ENSP00000365692
HSD17B2	ENSG00000086696	ENSP00000199936
CLCN6	ENSG00000011021	ENSP00000234488
FBH1	ENSG00000134452	ENSP00000369335
MAP3K20	ENSG00000091436	ENSP00000364361
FFAR1	ENSG00000126266	ENSP00000246553
MSH5	ENSG00000204410	ENSP00000364855
SLC7A9	ENSG00000021488	ENSP00000023064
UBA3	ENSG00000144744	ENSP00000354340
TFAP4	ENSG00000090447	ENSP00000204517
SUMF2	ENSG00000129103	ENSP00000341938
RIOX2	ENSG00000170854	ENSP00000328251
HSPA2	ENSG00000126803	ENSP00000378199
TOP2A	ENSG00000131747	ENSP00000411532
KAT8	ENSG00000103510	ENSP00000406037
GATM	ENSG00000171766	ENSP00000379895
ATP5MC1	ENSG00000159199	ENSP00000377033
NEPRO	ENSG00000163608	ENSP00000320251
IL27	ENSG00000197272	ENSP00000349365
CDK14	ENSG00000058091	ENSP00000369390
FBLL1	ENSG00000188573	ENSP00000473383
CBX8	ENSG00000141570	ENSP00000269385
PPP4C	ENSG00000149923	ENSP00000279387
TOMM6	ENSG00000214736	ENSP00000381859
STAM	ENSG00000136738	ENSP00000366746
RBP5	ENSG00000139194	ENSP00000266560
BARD1	ENSG00000138376	ENSP00000260947
MCMBP	ENSG00000197771	ENSP00000353098
CARD11	ENSG00000198286	ENSP00000380150
SPATS2	ENSG00000123352	ENSP00000448228
KDM8	ENSG00000155666	ENSP00000398410
LIFR	ENSG00000113594	ENSP00000263409
EPO	ENSG00000130427	ENSP00000252723
ESRRA	ENSG00000173153	ENSP00000384851
RAVER2	ENSG00000162437	ENSP00000360112
MTTP	ENSG00000138823	ENSP00000427679
ST3GAL2	ENSG00000157350	ENSP00000377257
DENND1C	ENSG00000205744	ENSP00000370889
KANK4	ENSG00000132854	ENSP00000360195
NCK1	ENSG00000158092	ENSP00000417273
ANXA2	ENSG00000182718	ENSP00000346032
RBP1	ENSG00000114115	ENSP00000232219
GNB3	ENSG00000111664	ENSP00000229264
EIF4EBP2	ENSG00000148730	ENSP00000362314
RPL22L1	ENSG00000163584	ENSP00000346080
KCTD7	ENSG00000243335	ENSP00000275532
GMPS	ENSG00000163655	ENSP00000419851
CILP	ENSG00000138615	ENSP00000261883
HAGH	ENSG00000063854	ENSP00000380514
SERP1	ENSG00000120742	ENSP00000420076
CTTN	ENSG00000085733	ENSP00000365745
BCAR3	ENSG00000137936	ENSP00000359264
FXYD7	ENSG00000221946	ENSP00000270310
MLANA	ENSG00000120215	ENSP00000370886
NLGN1	ENSG00000169760	ENSP00000392500
NLRP9	ENSG00000185792	ENSP00000331857
GOLGA2	ENSG00000167110	ENSP00000416097
MICA	ENSG00000204520	ENSP00000413079
ALDH6A1	ENSG00000119711	ENSP00000450436
GGH	ENSG00000137563	ENSP00000260118
HGD	ENSG00000113924	ENSP00000283871
SORBS1	ENSG00000095637	ENSP00000360293
AP3M2	ENSG00000070718	ENSP00000428787
ZNF549	ENSG00000121406	ENSP00000365407
PSMA5	ENSG00000143106	ENSP00000271308
ST6GALNAC1	ENSG00000070526	ENSP00000156626
HSD3B2	ENSG00000203859	ENSP00000445122
IFI30	ENSG00000216490	ENSP00000384886
SGPL1	ENSG00000166224	ENSP00000362298
SDHAF2	ENSG00000167985	ENSP00000301761
NPFFR2	ENSG00000056291	ENSP00000307822
CASTOR2	ENSG00000274070	ENSP00000484732
TRAPPC6A	ENSG00000007255	ENSP00000006275
OR10D3	ENSG00000197309	ENSP00000323895
GLS	ENSG00000115419	ENSP00000317379
H3-3B	ENSG00000132475	ENSP00000254810
LRP12	ENSG00000147650	ENSP00000276654
BAZ1B	ENSG00000009954	ENSP00000342434
TAPBPL	ENSG00000139192	ENSP00000266556
AUP1	ENSG00000115307	ENSP00000366748
WDR81	ENSG00000167716	ENSP00000386609
TBCA	ENSG00000171530	ENSP00000306362
BTN1A1	ENSG00000124557	ENSP00000244513
NFE2	ENSG00000123405	ENSP00000439120
CSNK1A1	ENSG00000113712	ENSP00000421689
GATA3	ENSG00000107485	ENSP00000368632
KCNJ11	ENSG00000187486	ENSP00000345708
IMP3	ENSG00000177971	ENSP00000326981
PTBP1	ENSG00000011304	ENSP00000349428
ZWILCH	ENSG00000174442	ENSP00000311429
ESYT2	ENSG00000117868	ENSP00000251527
PRL	ENSG00000172179	ENSP00000302150
NUMBL	ENSG00000105245	ENSP00000252891
NMT1	ENSG00000136448	ENSP00000468424
ATP2B1	ENSG00000070961	ENSP00000392043
APIP	ENSG00000149089	ENSP00000379133
ERBIN	ENSG00000112851	ENSP00000426632
GTF2I	ENSG00000263001	ENSP00000460070
CYP1A1	ENSG00000140465	ENSP00000369050
C8B	ENSG00000021852	ENSP00000360281
ADCY5	ENSG00000173175	ENSP00000419361
ESR1	ENSG00000091831	ENSP00000405330
CCNYL1	ENSG00000163249	ENSP00000342344
RGSL1	ENSG00000121446	ENSP00000457748
	ENSG00000267618	ENSP00000466834
SIRT4	ENSG00000089163	ENSP00000202967
TRIM7	ENSG00000146054	ENSP00000274773
C1QTNF8	ENSG00000184471	ENSP00000330426
ODC1	ENSG00000115758	ENSP00000234111
PLCG2	ENSG00000197943	ENSP00000482457
ZNF44	ENSG00000197857	ENSP00000348419
SCAMP3	ENSG00000116521	ENSP00000307275
SLC9A3R2	ENSG00000065054	ENSP00000408005
F2RL3	ENSG00000127533	ENSP00000248076
BGLAP	ENSG00000242252	ENSP00000357255
HIGD1A	ENSG00000181061	ENSP00000398064
FAM13B	ENSG00000031003	ENSP00000033079
GATAD2A	ENSG00000167491	ENSP00000353463
ZNF677	ENSG00000197928	ENSP00000469391
CABP1	ENSG00000157782	ENSP00000317310
EMC10	ENSG00000161671	ENSP00000334037
TBC1D3C	ENSG00000278299	ENSP00000482345
CD300LB	ENSG00000178789	ENSP00000376397
SREBF1	ENSG00000072310	ENSP00000348069
RAMP1	ENSG00000132329	ENSP00000254661
TICAM1	ENSG00000127666	ENSP00000248244
HNRNPUL1	ENSG00000105323	ENSP00000375863
ELSPBP1	ENSG00000169393	ENSP00000340660
IFNL3	ENSG00000197110	ENSP00000409000
IFT122	ENSG00000163913	ENSP00000296266
RPIA	ENSG00000153574	ENSP00000283646
IZUMO2	ENSG00000161652	ENSP00000293405
CHST13	ENSG00000180767	ENSP00000317404
WNT3A	ENSG00000154342	ENSP00000284523
ASXL2	ENSG00000143970	ENSP00000383920
SDHC	ENSG00000143252	ENSP00000356953
LIN9	ENSG00000183814	ENSP00000329102
MRPL37	ENSG00000116221	ENSP00000354086
RNF11	ENSG00000123091	ENSP00000242719
MERTK	ENSG00000153208	ENSP00000295408
ARPC2	ENSG00000163466	ENSP00000295685
ERLEC1	ENSG00000068912	ENSP00000185150
FKBP7	ENSG00000079150	ENSP00000413152
HMGN2	ENSG00000198830	ENSP00000355228
ABCA4	ENSG00000198691	ENSP00000359245
CDC42BPA	ENSG00000143776	ENSP00000355731
PHF13	ENSG00000116273	ENSP00000366876
CHI3L1	ENSG00000133048	ENSP00000255409
DPH5	ENSG00000117543	ENSP00000359127
H2AW	ENSG00000181218	ENSP00000355656
PCSK2	ENSG00000125851	ENSP00000262545
APP	ENSG00000142192	ENSP00000284981
BACH1	ENSG00000156273	ENSP00000382805
SEH1L	ENSG00000085415	ENSP00000382779
FBLN1	ENSG00000077942	ENSP00000331544
GTSE1	ENSG00000075218	ENSP00000415430
PPP1R3D	ENSG00000132825	ENSP00000360035
RNF4	ENSG00000063978	ENSP00000426503
PSMD10	ENSG00000101843	ENSP00000217958
ERO1A	ENSG00000197930	ENSP00000379042
PPP6R2	ENSG00000100239	ENSP00000478417
ZNF721	ENSG00000182903	ENSP00000428878
PRPF39	ENSG00000185246	ENSP00000348010
UNC79	ENSG00000133958	ENSP00000256339
EXOC5	ENSG00000070367	ENSP00000484855
TSPO	ENSG00000100300	ENSP00000379563
UBE2G2	ENSG00000184787	ENSP00000338348
HLCS	ENSG00000159267	ENSP00000382071
CINP	ENSG00000100865	ENSP00000216756
FKBP1A	ENSG00000088832	ENSP00000383003
P2RX1	ENSG00000108405	ENSP00000225538
NDUFA4	ENSG00000189043	ENSP00000339720
AQR	ENSG00000021776	ENSP00000156471
PLP2	ENSG00000102007	ENSP00000365505
PI4K2A	ENSG00000155252	ENSP00000359665
ATRX	ENSG00000085224	ENSP00000362441
SEC31A	ENSG00000138674	ENSP00000378721
ME1	ENSG00000065833	ENSP00000358719
FNBP1	ENSG00000187239	ENSP00000413625
COL5A1	ENSG00000130635	ENSP00000360882
SIGLEC1	ENSG00000088827	ENSP00000341141
CCDC134	ENSG00000100147	ENSP00000255784
KCNG2	ENSG00000178342	ENSP00000315654
GJA1	ENSG00000152661	ENSP00000282561
ZNHIT2	ENSG00000174276	ENSP00000308548
APOBEC3H	ENSG00000100298	ENSP00000385741
EBF2	ENSG00000221818	ENSP00000430241
NEURL2	ENSG00000124257	ENSP00000361596
DGKH	ENSG00000102780	ENSP00000337572
IPO4	ENSG00000196497	ENSP00000346453
NOP9	ENSG00000196943	ENSP00000267425
PLPP2	ENSG00000141934	ENSP00000329697
BNIP3L	ENSG00000104765	ENSP00000370003
STARD3	ENSG00000131748	ENSP00000337446
TBC1D32	ENSG00000146350	ENSP00000381270
PRTN3	ENSG00000196415	ENSP00000234347
MYO9A	ENSG00000066933	ENSP00000348349
ACSL4	ENSG00000068366	ENSP00000339787
ARFIP1	ENSG00000164144	ENSP00000395083
DRD2	ENSG00000149295	ENSP00000354859
IFT43	ENSG00000119650	ENSP00000238628
RNF6	ENSG00000127870	ENSP00000371000
NET1	ENSG00000173848	ENSP00000347134
CALML5	ENSG00000178372	ENSP00000369689
ZNF41	ENSG00000147124	ENSP00000366265
PAG1	ENSG00000076641	ENSP00000220597
INPP5E	ENSG00000148384	ENSP00000360777
OR7C1	ENSG00000127530	ENSP00000248073
RPEL1	ENSG00000235376	ENSP00000476672
TUBB8	ENSG00000261456	ENSP00000456206
CMA1	ENSG00000092009	ENSP00000250378
HIPK2	ENSG00000064393	ENSP00000385571
ZNF786	ENSG00000197362	ENSP00000417470
HAL	ENSG00000084110	ENSP00000261208
TRMT10B	ENSG00000165275	ENSP00000297994
SLC6A1	ENSG00000157103	ENSP00000287766
APPL2	ENSG00000136044	ENSP00000446917
NDUFA13	ENSG00000186010	ENSP00000423673
AKR1D1	ENSG00000122787	ENSP00000242375
SLF1	ENSG00000133302	ENSP00000265140
PLAC1	ENSG00000170965	ENSP00000352173
ZNF257	ENSG00000197134	ENSP00000470209
CRYAB	ENSG00000109846	ENSP00000433560
TAF4	ENSG00000130699	ENSP00000252996
IQSEC1	ENSG00000144711	ENSP00000480301
HPD	ENSG00000158104	ENSP00000289004
PNO1	ENSG00000115946	ENSP00000263657
DCAF12	ENSG00000198876	ENSP00000355114
OR52L1	ENSG00000183313	ENSP00000330338
CNTNAP4	ENSG00000152910	ENSP00000479811
ZNF431	ENSG00000196705	ENSP00000308578
SLC16A8	ENSG00000100156	ENSP00000321735
CHCHD4	ENSG00000163528	ENSP00000295767
CNGA2	ENSG00000183862	ENSP00000328478
PPP1R35	ENSG00000160813	ENSP00000292330
TRRAP	ENSG00000196367	ENSP00000352925
HK2	ENSG00000159399	ENSP00000290573
EGLN2	ENSG00000269858	ENSP00000469686
IL17C	ENSG00000124391	ENSP00000244241
RSBN1L	ENSG00000187257	ENSP00000334040
DGKZ	ENSG00000149091	ENSP00000412178
PQBP1	ENSG00000102103	ENSP00000218224
GARS1	ENSG00000106105	ENSP00000373918
CTU2	ENSG00000174177	ENSP00000388320
MCRS1	ENSG00000187778	ENSP00000349640
SMAD5	ENSG00000113658	ENSP00000441954
KCNN2	ENSG00000080709	ENSP00000427120
KIR3DL1	ENSG00000167633	ENSP00000375608
NRN1	ENSG00000124785	ENSP00000480483
SUCLG1	ENSG00000163541	ENSP00000377446
CYP2F1	ENSG00000197446	ENSP00000333534
IL10RA	ENSG00000110324	ENSP00000227752
OR11H2	ENSG00000258453	ENSP00000485150
SDC3	ENSG00000162512	ENSP00000344468
CENPU	ENSG00000151725	ENSP00000281453
PAM16	ENSG00000217930	ENSP00000315693
BLVRB	ENSG00000090013	ENSP00000263368
POLH	ENSG00000170734	ENSP00000361310
SENP7	ENSG00000138468	ENSP00000377655
ADIPOR2	ENSG00000006831	ENSP00000349616
SPINK9	ENSG00000204909	ENSP00000367139
POLR2J2	ENSG00000228049	ENSP00000330898
DCP1B	ENSG00000151065	ENSP00000280665
EIF4E3	ENSG00000163412	ENSP00000393324
RRAGC	ENSG00000116954	ENSP00000362092
FZD1	ENSG00000157240	ENSP00000287934
FBXW2	ENSG00000119402	ENSP00000476369
RALB	ENSG00000144118	ENSP00000272519
PGS1	ENSG00000087157	ENSP00000262764
SFTPA2	ENSG00000185303	ENSP00000361400
NEK4	ENSG00000114904	ENSP00000233027
TRAT1	ENSG00000163519	ENSP00000295756
TTC4	ENSG00000243725	ENSP00000360329
CTSC	ENSG00000109861	ENSP00000227266
PIAS1	ENSG00000033800	ENSP00000249636
ASAH1	ENSG00000104763	ENSP00000371152
H3C12	ENSG00000197153	ENSP00000352252
SLC18A3	ENSG00000187714	ENSP00000363229
NEURL1B	ENSG00000214357	ENSP00000358815
SFR1	ENSG00000156384	ENSP00000358742
HBA1	ENSG00000206172	ENSP00000322421
SH3BP4	ENSG00000130147	ENSP00000386862
GFRA1	ENSG00000151892	ENSP00000347591
FLOT1	ENSG00000137312	ENSP00000365569
PHC3	ENSG00000173889	ENSP00000420294
COG5	ENSG00000164597	ENSP00000297135
CA1	ENSG00000133742	ENSP00000430656
PCYOX1L	ENSG00000145882	ENSP00000274569
COX6A2	ENSG00000156885	ENSP00000287490
CSGALNACT2	ENSG00000169826	ENSP00000363590
NUP98	ENSG00000110713	ENSP00000316032
AP2S1	ENSG00000042753	ENSP00000263270
SARNP	ENSG00000205323	ENSP00000337632
GGA2	ENSG00000103365	ENSP00000311962
GHRHR	ENSG00000106128	ENSP00000320180
H3C7	ENSG00000277775	ENSP00000484095
LGI4	ENSG00000153902	ENSP00000312273
RPAP1	ENSG00000103932	ENSP00000306123
GPX2	ENSG00000176153	ENSP00000374265
USP10	ENSG00000103194	ENSP00000457411
SCO1	ENSG00000133028	ENSP00000255390
ZNF560	ENSG00000198028	ENSP00000301480
PPAN-P2RY11	ENSG00000243207	ENSP00000377385
LRIG2	ENSG00000198799	ENSP00000355396
HLA-DPB1	ENSG00000223865	ENSP00000408146
KIF21A	ENSG00000139116	ENSP00000354878
OR2A12	ENSG00000221858	ENSP00000386174
KIF18B	ENSG00000186185	ENSP00000465992
KIFC1	ENSG00000237649	ENSP00000393963
DMP1	ENSG00000152592	ENSP00000340935
HOXA11	ENSG00000005073	ENSP00000006015
NMNAT3	ENSG00000163864	ENSP00000340523
FYTTD1	ENSG00000122068	ENSP00000241502
ZNF285	ENSG00000267508	ENSP00000464788
SAP30BP	ENSG00000161526	ENSP00000462116
UGT1A6	ENSG00000167165	ENSP00000303174
PURA	ENSG00000185129	ENSP00000332706
ONECUT1	ENSG00000169856	ENSP00000302630
POM121C	ENSG00000272391	ENSP00000481575
GABRB2	ENSG00000145864	ENSP00000274547
NDEL1	ENSG00000166579	ENSP00000333982
FBN1	ENSG00000166147	ENSP00000325527
PFDN5	ENSG00000123349	ENSP00000447942
PARL	ENSG00000175193	ENSP00000325421
H3C10	ENSG00000278828	ENSP00000358160
CSF1	ENSG00000184371	ENSP00000327513
LSM6	ENSG00000164167	ENSP00000422392
F11	ENSG00000088926	ENSP00000384957
SMN1	ENSG00000172062	ENSP00000370083
RXRG	ENSG00000143171	ENSP00000352900
NOTCH3	ENSG00000074181	ENSP00000263388
WIPF3	ENSG00000122574	ENSP00000242140
C4BPA	ENSG00000123838	ENSP00000356037
MGAM2	ENSG00000257743	ENSP00000447431
ARL8B	ENSG00000134108	ENSP00000256496
RAD21	ENSG00000164754	ENSP00000297338
PLEC	ENSG00000178209	ENSP00000323856
ALOX15	ENSG00000161905	ENSP00000458832
CLTB	ENSG00000175416	ENSP00000309415
NRBP1	ENSG00000115216	ENSP00000233557
FFAR2	ENSG00000126262	ENSP00000473159
SCARB1	ENSG00000073060	ENSP00000261693
H2BC12	ENSG00000197903	ENSP00000349430
KPNA4	ENSG00000186432	ENSP00000334373
RIPPLY2	ENSG00000203877	ENSP00000358703
MCUR1	ENSG00000050393	ENSP00000368468
	ENSG00000173366	ENSP00000417517
ANAPC11	ENSG00000141552	ENSP00000349957
MRPL30	ENSG00000185414	ENSP00000338057
CLPP	ENSG00000125656	ENSP00000245816
SLC25A23	ENSG00000125648	ENSP00000301454
NCL	ENSG00000115053	ENSP00000318195
NTPCR	ENSG00000135778	ENSP00000355587
PDCD6	ENSG00000249915	ENSP00000264933
IL34	ENSG00000157368	ENSP00000397863
DENND2B	ENSG00000166444	ENSP00000433528
OR2G2	ENSG00000177489	ENSP00000326349
CIC	ENSG00000079432	ENSP00000458663
GLUL	ENSG00000135821	ENSP00000307900
ACADVL	ENSG00000072778	ENSP00000438689
KMT2D	ENSG00000167548	ENSP00000301067
WDR35	ENSG00000118965	ENSP00000314444
PLA2G2F	ENSG00000158786	ENSP00000364243
NPPB	ENSG00000120937	ENSP00000365651
B4GALT3	ENSG00000158850	ENSP00000480428
KRT14	ENSG00000186847	ENSP00000167586
DYRK1B	ENSG00000105204	ENSP00000469863
SHMT1	ENSG00000176974	ENSP00000318868
H1-10	ENSG00000184897	ENSP00000329662
COLGALT1	ENSG00000130309	ENSP00000252599
ECSIT	ENSG00000130159	ENSP00000270517
RGPD6	ENSG00000183054	ENSP00000330842
LRPPRC	ENSG00000138095	ENSP00000260665
MCM2	ENSG00000073111	ENSP00000265056
LCE3B	ENSG00000187238	ENSP00000335358
EPN2	ENSG00000072134	ENSP00000320543
NEU4	ENSG00000204099	ENSP00000320318
TEX264	ENSG00000164081	ENSP00000396628
KPNA1	ENSG00000114030	ENSP00000343701
GPAT2	ENSG00000186281	ENSP00000389395
CALM2	ENSG00000143933	ENSP00000272298
FAP	ENSG00000078098	ENSP00000188790
RAB17	ENSG00000124839	ENSP00000264601
